요구사항ID,도메인,요구사항,관계유형,관련 요구사항ID,관계 설명,요구 설명,우선순위,3사/핏지니 포함여부,대표 출처,중복 병합 출처 수,비고
REQ-PAY-044,매출·결제,선수익금 조회,유사연계,"REQ-GEN-062, REQ-MBR-064, REQ-MBR-072, REQ-HQ-063, REQ-HQ-114, REQ-APP-007","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=미수금/미납/잔액, 결제/수납/분할. 예: REQ-GEN-062 포인트 내역 조회, REQ-MBR-064 회원 등급, REQ-MBR-072 회원 상세 탭, REQ-HQ-063 손익 요약 보기",매출·결제. 선납 잔액 현황. 출처=온핏,P1,,3사앱 통합기획 DOCX: lastspr/요구리스트관련자료/3사앱 확인/심프로/통합_헬스장_관리시스템_기획문서.docx::기능항목표 R21,1,3사 앱 기능요약
REQ-PAY-045,매출·결제,수강권 횟수 제한,유사연계,"REQ-HQ-031, REQ-APP-017, REQ-APP-007, REQ-PRD-007, REQ-APP-023, REQ-SET-020","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=결제/수납/분할. 예: REQ-HQ-031 결제 전환율, REQ-APP-017 매점 셀프 결제, REQ-APP-007 결제 이력/영수증, REQ-PRD-007 이용권 업그레이드",2. 결제 · 매출. BroJ=★★★ 일일/주간/월간 횟수 제한 세부 설정; OnFit=★★ (총 횟수만); FitPlat 결정=**BroJ** 횟수 제한 채택,,,BroJ vs OnFit 비교분석: lastspr/요구리스트관련자료/3사앱 확인/심프로/비교분석_BroJ_vs_OnFit.md::L58,1,경쟁사 비교/채택전략
REQ-PAY-046,매출·결제,시즌 가격 관리,유사연계,"REQ-PAY-009, REQ-PAY-021, REQ-PAY-036, REQ-PAY-037, REQ-PAY-041, REQ-PAY-050","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=결제/수납/분할. 예: REQ-PAY-009 가능 횟수 설정(일/주/월 제한), REQ-PAY-021 기간 정지(휴회), REQ-PAY-036 상품 목록(회원권/수강권/락커/대여), REQ-PAY-037 상품 비교(최대 3개)","매출·결제 / 상품 관리(FG). 3사 비교: BroJ=×, OnFit=×, LessonBook=×, FitGenie=○. 핏지니 달력 뷰 + 자동 적용",,"BroJ=×, OnFit=×, LessonBook=×, FitGenie=○",3사앱 기능매트릭스: lastspr/요구리스트관련자료/3사앱 확인/판도/기능매트릭스 비교_v5.xlsx::기능매트릭스!R63,1,원천 기능행
REQ-PAY-047,매출·결제,약관·서명 영역,유사연계,"REQ-MBR-038, REQ-STF-013, REQ-PAY-056, REQ-STF-034, REQ-SET-020, REQ-MBR-054","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=결제/수납/분할, 전자계약/서명. 예: REQ-MBR-038 약관·개인정보 동의 처리, REQ-STF-013 근로계약서 관리, REQ-PAY-056 전자 계약서, REQ-STF-034 전자 계약 (전자서명)","매출·결제 / 계약 관리. 3사 비교: BroJ=○, OnFit=○, LessonBook=△, FitGenie=○. 핏지니 전자 서명",,"BroJ=○, OnFit=○, LessonBook=△, FitGenie=○",3사앱 기능매트릭스: lastspr/요구리스트관련자료/3사앱 확인/판도/기능매트릭스 비교_v5.xlsx::기능매트릭스!R72,1,원천 기능행
REQ-PAY-048,매출·결제,영수증 출력,유사연계,"REQ-APP-007, REQ-HQ-043, REQ-APP-023, REQ-HQ-149, REQ-HQ-141, REQ-MBR-005","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=결제/수납/분할. 예: REQ-APP-007 결제 이력/영수증, REQ-HQ-043 - 디지털 회원증 (QR코드 기반 출입), REQ-APP-023 상품 스토어·결제수단 관리, REQ-HQ-149 회원 앱 결제
 : 언제 어디서나 간편 결제 가능
자동 정산
 : 모든 결제 데이터 실시간 회계 시스템 연동
미수금 자동 관리
 : 연체 시 자동 알림 및 결제 독촉
다양한 결제 수단
 : 카드, 계좌이체, 간편결제 등 선택권 확대",2. 결제 · 매출. BroJ=★★; OnFit=★★★ 출력 팝업 자동 표시; FitPlat 결정=**OnFit**,,,BroJ vs OnFit 비교분석: lastspr/요구리스트관련자료/3사앱 확인/심프로/비교분석_BroJ_vs_OnFit.md::L55,1,경쟁사 비교/채택전략
REQ-PAY-049,매출·결제,온라인 마켓 판매,유사연계,"REQ-APP-002, REQ-APP-007, REQ-APP-030, REQ-APP-031, REQ-APP-039, REQ-APP-023","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=결제/수납/분할, 출입/키오스크/모바일. 예: REQ-APP-002 Golf 타석·강사 예약, REQ-APP-007 결제 이력/영수증, REQ-APP-030 이용권/잔여 회차, REQ-APP-031 체성분/FMS 조회","매출·결제 / 판매·결제. 3사 비교: BroJ=○, OnFit=×, LessonBook=×, FitGenie=△. 핏지니 회원앱 스토어로 일부 대응",,"BroJ=○, OnFit=×, LessonBook=×, FitGenie=△",3사앱 기능매트릭스: lastspr/요구리스트관련자료/3사앱 확인/판도/기능매트릭스 비교_v5.xlsx::기능매트릭스!R67,1,원천 기능행
REQ-PAY-050,매출·결제,이용권 양도,유사연계,"REQ-PAY-009, REQ-PAY-021, REQ-APP-017, REQ-PRD-007, REQ-PAY-051, REQ-PAY-052","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=결제/수납/분할. 예: REQ-PAY-009 가능 횟수 설정(일/주/월 제한), REQ-PAY-021 기간 정지(휴회), REQ-APP-017 매점 셀프 결제, REQ-PRD-007 이용권 업그레이드","매출·결제 / 이용권 사후관리. 3사 비교: BroJ=△, OnFit=○, LessonBook=△, FitGenie=○. 핏지니 양도",,"BroJ=△, OnFit=○, LessonBook=△, FitGenie=○",3사앱 기능매트릭스: lastspr/요구리스트관련자료/3사앱 확인/판도/기능매트릭스 비교_v5.xlsx::기능매트릭스!R74,1,원천 기능행
REQ-PAY-051,매출·결제,이용권 업그레이드·변경,유사연계,"REQ-PRD-007, REQ-PAY-052, REQ-PAY-009, REQ-PAY-021, REQ-PAY-050, REQ-APP-017","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=결제/수납/분할. 예: REQ-PRD-007 이용권 업그레이드, REQ-PAY-052 이용권 일괄 연장, REQ-PAY-009 가능 횟수 설정(일/주/월 제한), REQ-PAY-021 기간 정지(휴회)","매출·결제 / 이용권 사후관리. 3사 비교: BroJ=△, OnFit=○, LessonBook=○, FitGenie=△. 연장 등록 다이얼로그(DLG-M018)는 있으나 OnFit 'modal_55 업그레이드/이용권 변경' 동등 화면은 약함 (사용자 ONF-38 부분/검토)",,"BroJ=△, OnFit=○, LessonBook=○, FitGenie=△",3사앱 기능매트릭스: lastspr/요구리스트관련자료/3사앱 확인/판도/기능매트릭스 비교_v5.xlsx::기능매트릭스!R73,1,원천 기능행
REQ-PAY-052,매출·결제,이용권 일괄 연장,유사연계,"REQ-PAY-051, REQ-PAY-009, REQ-PAY-021, REQ-PAY-050, REQ-PRD-007, REQ-APP-017","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=결제/수납/분할. 예: REQ-PAY-051 이용권 업그레이드·변경, REQ-PAY-009 가능 횟수 설정(일/주/월 제한), REQ-PAY-021 기간 정지(휴회), REQ-PAY-050 이용권 양도","매출·결제 / 이용권 사후관리. 3사 비교: BroJ=×, OnFit=○, LessonBook=○, FitGenie=△. 핏지니는 개별 연장만 명시. 일괄 연장은 약함 (사용자 ONF-20 부분/검토)",,"BroJ=×, OnFit=○, LessonBook=○, FitGenie=△",3사앱 기능매트릭스: lastspr/요구리스트관련자료/3사앱 확인/판도/기능매트릭스 비교_v5.xlsx::기능매트릭스!R77,1,원천 기능행
REQ-PAY-053,매출·결제,이용권 환불,유사연계,"REQ-APP-029, REQ-MBR-056, REQ-PAY-072, REQ-HQ-072, REQ-RSV-004, REQ-RSV-010","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=환불/취소. 예: REQ-APP-029 예약 취소·이력, REQ-MBR-056 출석 체크(참석/불참/취소), REQ-PAY-072 환불, REQ-HQ-072 스마트 예약 시스템
 : AI 기반 최적 스케줄링 및 자동 대기열 관리
실시간 시설 현황판
 : 각 시설별 실시간 이용현황, 예약가능 시간표시
 자동 알림 시스템
 : 예약 확정, 취소, 대기 순번 변동 시 자동 알림
 모바일 앱 통합
 : 회원이 언제든 예약/취소 가능한 모바일 UI",1. 회원 관리. BroJ=✗ 없음; OnFit=★★★ 자동 환불금액 계산·사유·영수증; FitPlat 결정=**OnFit** 채택,,,BroJ vs OnFit 비교분석: lastspr/요구리스트관련자료/3사앱 확인/심프로/비교분석_BroJ_vs_OnFit.md::L38,1,경쟁사 비교/채택전략
REQ-PAY-054,매출·결제,일일 이용 계약서,유사연계,"REQ-STF-013, REQ-STF-033, REQ-HQ-131, REQ-STF-034, REQ-PRD-007, REQ-GEN-044","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=결제/수납/분할, 전자계약/서명, 대시보드/KPI. 예: REQ-STF-013 근로계약서 관리, REQ-STF-033 전자계약서 유형, REQ-HQ-131 초기 7일 이용률, REQ-STF-034 전자 계약 (전자서명)","매출·결제 / 계약 관리. 3사 비교: BroJ=×, OnFit=○, LessonBook=○, FitGenie=×. 산출물 원문에서 일일이용 '계약서' 화면 없음. 일일입장 운영 지표만 존재. (사용자 ONF-16 누락 / v3은 △로 과대 평가)",,"BroJ=×, OnFit=○, LessonBook=○, FitGenie=×",3사앱 기능매트릭스: lastspr/요구리스트관련자료/3사앱 확인/판도/기능매트릭스 비교_v5.xlsx::기능매트릭스!R71,1,원천 기능행
REQ-PAY-055,매출·결제,재고 관리(실물 입출고),유사연계,"REQ-PAY-009, REQ-PAY-021, REQ-PAY-036, REQ-PAY-037, REQ-PAY-041, REQ-PAY-046","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=결제/수납/분할. 예: REQ-PAY-009 가능 횟수 설정(일/주/월 제한), REQ-PAY-021 기간 정지(휴회), REQ-PAY-036 상품 목록(회원권/수강권/락커/대여), REQ-PAY-037 상품 비교(최대 3개)","매출·결제 / 상품 관리(FG). 3사 비교: BroJ=△, OnFit=×, LessonBook=×, FitGenie=○. 핏지니 재고 관리",,"BroJ=△, OnFit=×, LessonBook=×, FitGenie=○",3사앱 기능매트릭스: lastspr/요구리스트관련자료/3사앱 확인/판도/기능매트릭스 비교_v5.xlsx::기능매트릭스!R62,1,원천 기능행
REQ-PAY-056,매출·결제,전자 계약서,중복병합,"REQ-MBR-038, REQ-STF-013, REQ-STF-003, REQ-STF-033, REQ-STF-034, REQ-GEN-044","동일 또는 사실상 같은 요구를 2개 출처에서 병합. 관련그룹=결제/수납/분할, 전자계약/서명","매출·결제 / 계약 관리. 3사 비교: BroJ=○, OnFit=○, LessonBook=△, FitGenie=○. 핏지니 전자 계약 5단계 / 종합 요약. BroJ=유형별 계약서(4종), 즉시 서명; OnFit=전자계약서(기본); FitPlat 결정=BroJ 유형 체계 + OnFit 서명",,"BroJ=○, OnFit=○, LessonBook=△, FitGenie=○",3사앱 기능매트릭스: lastspr/요구리스트관련자료/3사앱 확인/판도/기능매트릭스 비교_v5.xlsx::기능매트릭스!R70 | BroJ vs OnFit 비교분석: lastspr/요구리스트관련자료/3사앱 확인/심프로/비교분석_BroJ_vs_OnFit.md::L15,2,원천 기능행
REQ-PAY-057,매출·결제,전자세금계산서 발행,유사연계,"REQ-SET-020, REQ-PAY-017, REQ-PAY-058, REQ-PAY-064, REQ-PAY-071, REQ-APP-017","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=결제/수납/분할. 예: REQ-SET-020 서비스 요금제(SaaS 구독), REQ-PAY-017 결제 취소/부분환불, REQ-PAY-058 정기 구독 결제, REQ-PAY-064 할부 결제 관리(회차별)","매출·결제 / 매출 고급(FG). 3사 비교: BroJ=×, OnFit=×, LessonBook=×, FitGenie=○. 핏지니 법인·사업자 대상",,"BroJ=×, OnFit=×, LessonBook=×, FitGenie=○",3사앱 기능매트릭스: lastspr/요구리스트관련자료/3사앱 확인/판도/기능매트릭스 비교_v5.xlsx::기능매트릭스!R85,1,원천 기능행
REQ-PAY-058,매출·결제,정기 구독 결제,유사연계,"REQ-SET-020, REQ-PAY-064, REQ-PAY-042, REQ-PAY-017, REQ-PAY-057, REQ-PAY-071","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=결제/수납/분할. 예: REQ-SET-020 서비스 요금제(SaaS 구독), REQ-PAY-064 할부 결제 관리(회차별), REQ-PAY-042 선결제·분할 결제, REQ-PAY-017 결제 취소/부분환불","매출·결제 / 판매·결제. 3사 비교: BroJ=○, OnFit=×, LessonBook=×, FitGenie=△. 핏지니 할부로 일부 대응",,"BroJ=○, OnFit=×, LessonBook=×, FitGenie=△",3사앱 기능매트릭스: lastspr/요구리스트관련자료/3사앱 확인/판도/기능매트릭스 비교_v5.xlsx::기능매트릭스!R68,1,원천 기능행
REQ-PAY-059,매출·결제,"제로스트는 CRM 내에서 결제 상태, 회원 정보, 결제 이력, 미수금, 부분 결제, 승인번호 등 계약 범위에 포함된 관리 기능을 처리",유사연계,"REQ-APP-023, REQ-HQ-150, REQ-APP-007, REQ-HQ-149, REQ-HQ-089, REQ-MBR-064","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=미수금/미납/잔액, 결제/수납/분할. 예: REQ-APP-023 상품 스토어·결제수단 관리, REQ-HQ-150 - 회원 정보 통합 관리
 (기본 정보, 회원권, PT/GX 내역, 상담 기록), REQ-APP-007 결제 이력/영수증, REQ-HQ-149 회원 앱 결제
 : 언제 어디서나 간편 결제 가능
자동 정산
 : 모든 결제 데이터 실시간 회계 시스템 연동
미수금 자동 관리
 : 연체 시 자동 알림 및 결제 독촉
다양한 결제 수단
 : 카드, 계좌이체, 간편결제 등 선택권 확대","제로스트는 CRM 내에서 결제 상태, 회원 정보, 결제 이력, 미수금, 부분 결제, 승인번호 등 계약 범위에 포함된 관리 기능을 처리",,,회의록: lastspr/요구리스트관련자료/회의록/260428.md::L76,1,회의결정/논의
REQ-PAY-060,매출·결제,지점별 매출 귀속,유사연계,"REQ-HQ-120, REQ-PRD-009, REQ-STF-018, REQ-STF-035, REQ-STF-036, REQ-HQ-033","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=결제/수납/분할, 급여/정산/지출. 예: REQ-HQ-120 지점별 지출 비교, REQ-PRD-009 지점 다중 소속/홈&오피스, REQ-STF-018 급여/정산/지출, REQ-STF-035 지출 구성 보기","기본적으로 결제/등록이 발생한 주센터 또는 해당 지점에 매출을 귀속. / 타 지점 이용이 많아지는 경우 지점 간 매출 쉐어 정책이 필요하지만, 1.0에서는 자동 정산까지는 제외. / 우선 현재 운영 방식과 동일하게 가고, 향후 정책 확정 후 확장하는 방향.",,,회의록: lastspr/요구리스트관련자료/회의록/260519.md::L46,1,회의결정/논의
REQ-PAY-061,매출·결제,"키오스크 결제는 현재 범위에서 제외하는 쪽으로 정리됐고, 결제는 FC 처리와 회원 휴대폰 결제 중심으로 보는 흐름이었습니다.",유사연계,"REQ-STF-007, REQ-FAC-007, REQ-SET-026, REQ-FAC-005, REQ-SET-033, REQ-FAC-003","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=결제/수납/분할, 권한/역할, 출입/키오스크/모바일. 예: REQ-STF-007 FC와 스태프 기능은 모두 범위에 포함하는 쪽으로 정리됐고, 필요한 API는 기능 단위로 구체적으로 정의해서 요청해야 한다는 점이 강조됐습니다., REQ-FAC-007 개발팀은 우선 피그마와 현재 구현 결과물을 보면서 KPI, IoT 앱, 키오스크 관련 화면을 중심으로 파악하면 작업 속도가 빨라질 것이라는 의견이 나왔습니다., REQ-SET-026 역할 구분 자료에서는 한쪽은 Fit Genie 측 담당 영역, 다른 한쪽은 판도 측 진행 영역으로 나뉘어 있었고, 일부 구간은 협업이 필요한 영역으로 표시되어 있었습니다., REQ-FAC-005 IoT, 키오스크, 회원 앱, CRM, API가 연결되는 통합 테스트는 별도 고민이 필요함","키오스크 결제는 현재 범위에서 제외하는 쪽으로 정리됐고, 결제는 FC 처리와 회원 휴대폰 결제 중심으로 보는 흐름이었습니다.",,,회의록: lastspr/요구리스트관련자료/회의록/260428.md::L16,1,회의결정/논의
REQ-PAY-062,매출·결제,통합 매출 내역,유사연계,"REQ-PAY-024, REQ-PAY-028, REQ-APP-017, REQ-SET-020, REQ-PAY-027, REQ-PAY-030","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=결제/수납/분할. 예: REQ-PAY-024 매출 관리, REQ-PAY-028 매출 유형 탭(7종 분석), REQ-APP-017 매점 셀프 결제, REQ-SET-020 서비스 요금제(SaaS 구독)","매출·결제 / 매출 분석. 3사 비교: BroJ=○, OnFit=○, LessonBook=△, FitGenie=○. 핏지니 매출 현황 허브",,"BroJ=○, OnFit=○, LessonBook=△, FitGenie=○",3사앱 기능매트릭스: lastspr/요구리스트관련자료/3사앱 확인/판도/기능매트릭스 비교_v5.xlsx::기능매트릭스!R80,1,원천 기능행
REQ-PAY-063,매출·결제,판도는 결제 처리와 관련 API를 제공,유사연계,"REQ-OPS-005, REQ-APP-023, REQ-HQ-031, REQ-HQ-089, REQ-APP-017, REQ-APP-007","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=결제/수납/분할. 예: REQ-OPS-005 개발 일정/API/알림, REQ-APP-023 상품 스토어·결제수단 관리, REQ-HQ-031 결제 전환율, REQ-HQ-089 - 온라인/모바일 간편결제 및 키오스크 결제",판도는 결제 처리와 관련 API를 제공,,,회의록: lastspr/요구리스트관련자료/회의록/260428.md::L75,1,회의결정/논의
REQ-PAY-064,매출·결제,할부 결제 관리(회차별),유사연계,"REQ-SET-020, REQ-PAY-058, REQ-PAY-042, REQ-PAY-017, REQ-PAY-057, REQ-PAY-071","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=결제/수납/분할. 예: REQ-SET-020 서비스 요금제(SaaS 구독), REQ-PAY-058 정기 구독 결제, REQ-PAY-042 선결제·분할 결제, REQ-PAY-017 결제 취소/부분환불","매출·결제 / 매출 고급(FG). 3사 비교: BroJ=×, OnFit=△, LessonBook=×, FitGenie=○. 핏지니 정기 분납 추적",,"BroJ=×, OnFit=△, LessonBook=×, FitGenie=○",3사앱 기능매트릭스: lastspr/요구리스트관련자료/3사앱 확인/판도/기능매트릭스 비교_v5.xlsx::기능매트릭스!R84,1,원천 기능행
